player,pos,squad,minutes,goals,assists,ga,goals_per90,assists_per90,ga_per90,wc_year
Sardar Azmoun,FW,irIR Iran,126,0,0,0,0.00,0.00,0.00,2022
César Azpilicueta,DF,esSpain,135,0,1,1,0.00,0.67,0.67,2022
Srđan Babić,DF,rsSerbia,13,0,0,0,0.00,0.00,0.00,2022
Keanu Baccus,MF,auAustralia,114,0,0,0,0.00,0.00,0.00,2022
Alexander Bah,"DF,MF",dkDenmark,46,0,0,0,0.00,0.00,0.00,2022
Hattan Bahebri,"FW,MF",saSaudi Arabia,4,0,1,1,0.00,22.50,22.50,2022
Alejandro Balde,DF,esSpain,126,0,0,0,0.00,0.00,0.00,2022
Gareth Bale,"FW,MF",wlsWales,225,1,0,1,0.40,0.00,0.40,2022
Fodé Ballo-Touré,"DF,MF",snSenegal,7,0,0,0,0.00,0.00,0.00,2022
Badr Banoun,DF,maMorocco,54,0,0,0,0.00,0.00,0.00,2022
Borna Barišić,DF,hrCroatia,120,0,0,0,0.00,0.00,0.00,2022
Meshaal Barsham,GK,qaQatar,180,0,0,0,0.00,0.00,0.00,2022
Christian Bassogog,"FW,MF",cmCameroon,24,0,0,0,0.00,0.00,0.00,2022
Michy Batshuayi,FW,beBelgium,151,1,0,1,0.60,0.00,0.60,2022
Jan Bednarek,DF,plPoland,5,0,0,0,0.00,0.00,0.00,2022
Aziz Behich,DF,auAustralia,360,0,0,0,0.00,0.00,0.00,2022
Alireza Beiranvand,GK,irIR Iran,109,0,0,0,0.00,0.00,0.00,2022
Jude Bellingham,MF,engEngland,414,1,1,2,0.22,0.22,0.43,2022
Anis Ben Slimane,FW,tnTunisia,148,0,0,0,0.00,0.00,0.00,2022
Jewison Bennette,MF,crCosta Rica,103,0,0,0,0.00,0.00,0.00,2022
Rodrigo Bentancur,MF,uyUruguay,213,0,0,0,0.00,0.00,0.00,2022
Bartosz Bereszyński,DF,plPoland,341,0,0,0,0.00,0.00,0.00,2022
Steven Berghuis,MF,nlNetherlands,200,0,1,1,0.00,0.45,0.45,2022
Steven Bergwijn,FW,nlNetherlands,213,0,0,0,0.00,0.00,0.00,2022
Krystian Bielik,MF,plPoland,216,0,0,0,0.00,0.00,0.00,2022
Daley Blind,MF,nlNetherlands,423,1,1,2,0.21,0.21,0.43,2022
Celso Borges,MF,crCosta Rica,249,0,0,0,0.00,0.00,0.00,2022
Milan Borjan,GK,caCanada,270,0,0,0,0.00,0.00,0.00,2022
Karim Boudiaf,MF,qaQatar,185,0,0,0,0.00,0.00,0.00,2022
Sofiane Boufal,"FW,MF",maMorocco,475,0,0,0,0.00,0.00,0.00,2022
Yassine Bounou,GK,maMorocco,570,0,0,0,0.00,0.00,0.00,2022
Martin Braithwaite,FW,dkDenmark,103,0,0,0,0.00,0.00,0.00,2022
Mohammed Al-Breik,DF,saSaudi Arabia,65,0,0,0,0.00,0.00,0.00,2022
Gleison Bremer,DF,brBrazil,109,0,0,0,0.00,0.00,0.00,2022
Dylan Bronn,DF,tnTunisia,162,0,0,0,0.00,0.00,0.00,2022
Marcelo Brozović,MF,hrCroatia,552,0,0,0,0.00,0.00,0.00,2022
Tajon Buchanan,"MF,FW",caCanada,260,0,1,1,0.00,0.35,0.35,2022
Ante Budimir,FW,hrCroatia,55,0,0,0,0.00,0.00,0.00,2022
Osman Bukari,"FW,MF",ghGhana,59,1,0,1,1.53,0.00,1.53,2022
Ali Al-Bulaihi,DF,saSaudi Arabia,216,0,0,0,0.00,0.00,0.00,2022
Firas Al-Buraikan,FW,saSaudi Arabia,268,0,1,1,0.00,0.34,0.34,2022
Sergio Busquets,MF,esSpain,363,0,0,0,0.00,0.00,0.00,2022
Martín Cáceres,DF,uyUruguay,90,0,0,0,0.00,0.00,0.00,2022
Moisés Caicedo,MF,ecEcuador,269,1,0,1,0.33,0.00,0.33,2022
Francisco Calvo,DF,crCosta Rica,180,0,0,0,0.00,0.00,0.00,2022
Eduardo Camavinga,DF,frFrance,140,0,0,0,0.00,0.00,0.00,2022
Joel Campbell,"MF,FW",crCosta Rica,269,0,0,0,0.00,0.00,0.00,2022
João Cancelo,DF,ptPortugal,310,0,0,0,0.00,0.00,0.00,2022
Agustín Canobbio,"FW,MF",uyUruguay,11,0,0,0,0.00,0.00,0.00,2022
Yannick Carrasco,"MF,FW",beBelgium,116,0,0,0,0.00,0.00,0.00,2022
Cameron Carter-Vickers,DF,usUnited States,90,0,0,0,0.00,0.00,0.00,2022
Dani Carvajal,DF,esSpain,135,0,0,0,0.00,0.00,0.00,2022
William Carvalho,MF,ptPortugal,215,0,0,0,0.00,0.00,0.00,2022
Casemiro,MF,brBrazil,390,1,0,1,0.23,0.00,0.23,2022
Matty Cash,DF,plPoland,360,0,0,0,0.00,0.00,0.00,2022
Timothy Castagne,"MF,DF",beBelgium,270,0,0,0,0.00,0.00,0.00,2022
Jean-Charles Castelletto,DF,cmCameroon,180,1,1,2,0.50,0.50,1.00,2022
Lucas Cavallini,FW,caCanada,19,0,0,0,0.00,0.00,0.00,2022
Edinson Cavani,FW,uyUruguay,124,0,0,0,0.00,0.00,0.00,2022
Ghaylène Chaalali,MF,tnTunisia,17,0,0,0,0.00,0.00,0.00,2022
Daniel Chacón,DF,crCosta Rica,1,0,0,0,0.00,0.00,0.00,2022
Ilias Chair,"FW,MF",maMorocco,45,0,0,0,0.00,0.00,0.00,2022
Kwon Chang-hoon,MF,krKorea Republic,56,0,0,0,0.00,0.00,0.00,2022
Luis Chávez,MF,mxMexico,270,1,0,1,0.33,0.00,0.33,2022
Walid Cheddira,FW,maMorocco,64,0,0,0,0.00,0.00,0.00,2022
Rouzbeh Cheshmi,DF,irIR Iran,58,1,0,1,1.55,0.00,1.55,2022
Andreas Christensen,DF,dkDenmark,270,1,0,1,0.33,0.00,0.33,2022
Hong Chul,"DF,MF",krKorea Republic,45,0,0,0,0.00,0.00,0.00,2022
José Cifuentes,MF,ecEcuador,59,0,0,0,0.00,0.00,0.00,2022
Pathé Ciss,MF,snSenegal,146,0,0,0,0.00,0.00,0.00,2022
Sebastián Coates,DF,uyUruguay,180,0,0,0,0.00,0.00,0.00,2022
Rubin Colwill,MF,wlsWales,10,0,0,0,0.00,0.00,0.00,2022
Kingsley Coman,FW,frFrance,169,0,0,0,0.00,0.00,0.00,2022
Eray Cömert,DF,chSwitzerland,46,0,0,0,0.00,0.00,0.00,2022
Anthony Contreras,FW,crCosta Rica,125,0,0,0,0.00,0.00,0.00,2022
Andreas Cornelius,FW,dkDenmark,92,0,0,0,0.00,0.00,0.00,2022
Ángel Correa,"FW,MF",arArgentina,5,0,0,0,0.00,0.00,0.00,2022
Diogo Costa,GK,ptPortugal,450,0,0,0,0.00,0.00,0.00,2022
Thibaut Courtois,GK,beBelgium,270,0,0,0,0.00,0.00,0.00,2022
Jason Cummings,FW,auAustralia,35,0,0,0,0.00,0.00,0.00,2022
Aymen Dahmen,GK,tnTunisia,270,0,0,0,0.00,0.00,0.00,2022
Diogo Dalot,DF,ptPortugal,258,0,2,2,0.00,0.70,0.70,2022
Mikkel Damsgaard,FW,dkDenmark,150,0,0,0,0.00,0.00,0.00,2022
Danilo,DF,brBrazil,281,0,0,0,0.00,0.00,0.00,2022
Achraf Dari,DF,maMorocco,187,1,0,1,0.48,0.00,0.48,2022
Jonathan David,FW,caCanada,192,0,0,0,0.00,0.00,0.00,2022
Alphonso Davies,"MF,FW",caCanada,270,1,0,1,0.33,0.00,0.33,2022
Ben Davies,DF,wlsWales,238,0,0,0,0.00,0.00,0.00,2022
Nasser Al-Dawsari,"DF,MF",saSaudi Arabia,5,0,0,0,0.00,0.00,0.00,2022
Salem Al-Dawsari,FW,saSaudi Arabia,270,2,0,2,0.67,0.00,0.67,2022
Kevin De Bruyne,"FW,MF",beBelgium,270,0,0,0,0.00,0.00,0.00,2022
Charles De Ketelaere,"FW,MF",beBelgium,16,0,0,0,0.00,0.00,0.00,2022
Nicolás De La Cruz,MF,uyUruguay,38,0,0,0,0.00,0.00,0.00,2022
Rodrigo De Paul,MF,arArgentina,599,0,0,0,0.00,0.00,0.00,2022
Miloš Degenek,DF,auAustralia,183,0,0,0,0.00,0.00,0.00,2022
Thomas Delaney,MF,dkDenmark,44,0,0,0,0.00,0.00,0.00,2022
Ousmane Dembélé,"MF,FW",frFrance,433,0,2,2,0.00,0.42,0.42,2022
Leander Dendoncker,DF,beBelgium,161,0,0,0,0.00,0.00,0.00,2022
Sergiño Dest,DF,usUnited States,305,0,1,1,0.00,0.30,0.30,2022
Ángel Di María,"MF,FW",arArgentina,288,1,1,2,0.31,0.31,0.62,2022
Boulaye Dia,"FW,MF",snSenegal,318,1,0,1,0.28,0.00,0.28,2022
Abdou Diallo,DF,snSenegal,331,0,0,0,0.00,0.00,0.00,2022
Rúben Dias,DF,ptPortugal,360,0,0,0,0.00,0.00,0.00,2022
Krépin Diatta,"MF,FW",snSenegal,181,0,0,0,0.00,0.00,0.00,2022
Famara Diedhiou,FW,snSenegal,92,1,0,1,0.98,0.00,0.98,2022
Bamba Dieng,FW,snSenegal,100,1,0,1,0.90,0.00,0.90,2022
Eric Dier,"DF,MF",engEngland,36,0,0,0,0.00,0.00,0.00,2022
Axel Disasi,DF,frFrance,92,0,0,0,0.00,0.00,0.00,2022
Alexander Djiku,DF,ghGhana,97,0,0,0,0.00,0.00,0.00,2022
Ritsu Doan,"MF,FW",jpJapan,217,2,0,2,0.83,0.00,0.83,2022
Jeremy Doku,"FW,MF",beBelgium,19,0,0,0,0.00,0.00,0.00,2022
Kasper Dolberg,FW,dkDenmark,114,0,0,0,0.00,0.00,0.00,2022
Mohamed Dräger,MF,tnTunisia,132,0,0,0,0.00,0.00,0.00,2022
Óscar Duarte,DF,crCosta Rica,270,0,0,0,0.00,0.00,0.00,2022
Mitchell Duke,FW,auAustralia,270,1,0,1,0.33,0.00,0.33,2022
Denzel Dumfries,MF,nlNetherlands,479,1,2,3,0.19,0.38,0.56,2022
Paulo Dybala,"FW,MF",arArgentina,18,0,0,0,0.00,0.00,0.00,2022
Enzo Ebosse,DF,cmCameroon,90,0,0,0,0.00,0.00,0.00,2022
Nico Elvedi,DF,chSwitzerland,180,0,0,0,0.00,0.00,0.00,2022
Breel Embolo,FW,chSwitzerland,323,2,0,2,0.56,0.00,0.56,2022
Youssef En-Nesyri,FW,maMorocco,542,2,0,2,0.33,0.00,0.33,2022
Wataru Endo,MF,jpJapan,304,0,0,0,0.00,0.00,0.00,2022
Devis Epassy,GK,cmCameroon,180,0,0,0,0.00,0.00,0.00,2022
Christian Eriksen,MF,dkDenmark,270,0,0,0,0.00,0.00,0.00,2022
Michael Estrada,FW,ecEcuador,225,0,0,0,0.00,0.00,0.00,2022
Pervis Estupiñán,"DF,MF",ecEcuador,270,0,0,0,0.00,0.00,0.00,2022
Stephen Eustáquio,MF,caCanada,125,0,0,0,0.00,0.00,0.00,2022
Saeid Ezatolahi,MF,irIR Iran,217,0,0,0,0.00,0.00,0.00,2022
Abde Ezzalzouli,"FW,MF",maMorocco,93,0,0,0,0.00,0.00,0.00,2022
Fabinho,MF,brBrazil,90,0,0,0,0.00,0.00,0.00,2022
Collins Fai,DF,cmCameroon,270,0,0,0,0.00,0.00,0.00,2022
Salman Al-Faraj,MF,saSaudi Arabia,44,0,0,0,0.00,0.00,0.00,2022
Christian Fassnacht,"FW,MF",chSwitzerland,8,0,0,0,0.00,0.00,0.00,2022
Abdul Fatawu Issahaku,"FW,MF",ghGhana,1,0,0,0,0.00,0.00,0.00,2022
Ansu Fati,"FW,MF",esSpain,46,0,0,0,0.00,0.00,0.00,2022
João Félix,FW,ptPortugal,331,1,2,3,0.27,0.54,0.82,2022
Bruno Fernandes,FW,ptPortugal,356,2,3,5,0.51,0.76,1.26,2022
Edimilson Fernandes,MF,chSwitzerland,145,0,0,0,0.00,0.00,0.00,2022
Enzo Fernández,MF,arArgentina,564,1,1,2,0.16,0.16,0.32,2022
Jesús Ferreira,FW,usUnited States,45,0,0,0,0.00,0.00,0.00,2022
Phil Foden,"FW,MF",engEngland,258,1,2,3,0.35,0.70,1.05,2022
Youssouf Fofana,MF,frFrance,227,0,0,0,0.00,0.00,0.00,2022
Juan Foyth,DF,arArgentina,5,0,0,0,0.00,0.00,0.00,2022
Alan Franco,MF,ecEcuador,46,0,0,0,0.00,0.00,0.00,2022
Przemysław Frankowski,MF,plPoland,240,0,0,0,0.00,0.00,0.00,2022
Fred,MF,brBrazil,142,0,0,0,0.00,0.00,0.00,2022
Fabian Frei,"DF,MF",chSwitzerland,25,0,0,0,0.00,0.00,0.00,2022
Remo Freuler,MF,chSwitzerland,323,1,0,1,0.28,0.00,0.28,2022
Keysher Fuller,"DF,MF",crCosta Rica,253,1,0,1,0.36,0.00,0.36,2022
Niclas Füllkrug,FW,deGermany,69,2,1,3,2.61,1.30,3.91,2022
Rogelio Funes Mori,FW,mxMexico,5,0,0,0,0.00,0.00,0.00,2022
Cody Gakpo,"FW,MF",nlNetherlands,450,3,0,3,0.60,0.00,0.60,2022
Hernán Galíndez,GK,ecEcuador,270,0,0,0,0.00,0.00,0.00,2022
Jesús Gallardo,DF,mxMexico,270,0,0,0,0.00,0.00,0.00,2022
Gavi,MF,esSpain,284,1,0,1,0.32,0.00,0.32,2022
Sultan Al-Ghanam,DF,saSaudi Arabia,126,0,0,0,0.00,0.00,0.00,2022
Nader Ghandri,DF,tnTunisia,90,0,0,0,0.00,0.00,0.00,2022
Saman Ghoddos,"FW,MF",irIR Iran,45,0,0,0,0.00,0.00,0.00,2022
Ali Gholizadeh,"MF,FW",irIR Iran,199,0,1,1,0.00,0.45,0.45,2022
Matthias Ginter,"DF,MF",deGermany,1,0,0,0,0.00,0.00,0.00,2022
Olivier Giroud,FW,frFrance,419,4,0,4,0.86,0.00,0.86,2022
Kamil Glik,DF,plPoland,360,0,0,0,0.00,0.00,0.00,2022
Serge Gnabry,MF,deGermany,263,1,1,2,0.34,0.34,0.68,2022
Diego Godín,DF,uyUruguay,151,0,0,0,0.00,0.00,0.00,2022
Maxi Gómez,FW,uyUruguay,30,0,0,0,0.00,0.00,0.00,2022
Papu Gómez,"MF,FW",arArgentina,107,0,0,0,0.00,0.00,0.00,2022
Shūichi Gonda,GK,jpJapan,390,0,0,0,0.00,0.00,0.00,2022
Craig Goodwin,MF,auAustralia,234,1,1,2,0.38,0.38,0.77,2022
Leon Goretzka,MF,deGermany,159,0,0,0,0.00,0.00,0.00,2022
Mario Götze,"FW,MF",deGermany,36,0,0,0,0.00,0.00,0.00,2022
Jack Grealish,"FW,MF",engEngland,86,1,0,1,1.05,0.00,1.05,2022
Antoine Griezmann,MF,frFrance,537,0,3,3,0.00,0.50,0.50,2022
Kamil Grosicki,"FW,MF",plPoland,4,0,0,0,0.00,0.00,0.00,2022
Carlos Gruezo,MF,ecEcuador,45,0,0,0,0.00,0.00,0.00,2022
Marko Grujić,MF,rsSerbia,13,0,0,0,0.00,0.00,0.00,2022
Andrés Guardado,MF,mxMexico,41,0,0,0,0.00,0.00,0.00,2022
Nemanja Gudelj,MF,rsSerbia,92,0,0,0,0.00,0.00,0.00,2022
Cho Gue-sung,FW,krKorea Republic,275,2,0,2,0.65,0.00,0.65,2022
Mattéo Guendouzi,FW,frFrance,78,0,0,0,0.00,0.00,0.00,2022
Raphaël Guerreiro,DF,ptPortugal,279,1,2,3,0.32,0.65,0.97,2022
Idrissa Gueye,MF,snSenegal,270,0,0,0,0.00,0.00,0.00,2022
Pape Gueye,MF,snSenegal,153,0,0,0,0.00,0.00,0.00,2022
Bruno Guimarães,MF,brBrazil,69,0,0,0,0.00,0.00,0.00,2022
İlkay Gündoğan,MF,deGermany,189,1,0,1,0.48,0.00,0.48,2022
Erick Gutiérrez,MF,mxMexico,49,0,0,0,0.00,0.00,0.00,2022
Joško Gvardiol,DF,hrCroatia,690,1,0,1,0.13,0.00,0.13,2022
Asiri Haitham,FW,saSaudi Arabia,2,0,0,0,0.00,0.00,0.00,2022
Ehsan Hajsafi,MF,irIR Iran,237,0,0,0,0.00,0.00,0.00,2022
Achraf Hakimi,DF,maMorocco,631,0,1,1,0.00,0.14,0.14,2022
Abderrazak Hamdallah,FW,maMorocco,68,0,0,0,0.00,0.00,0.00,2022
Abdelkarim Hassan,DF,qaQatar,270,0,0,0,0.00,0.00,0.00,2022
Ali Al Hassan,MF,saSaudi Arabia,45,0,0,0,0.00,0.00,0.00,2022
Abdulaziz Hatem,MF,qaQatar,196,0,0,0,0.00,0.00,0.00,2022
Kai Havertz,FW,deGermany,102,2,0,2,1.76,0.00,1.76,2022
Hassan Al-Haydos,MF,qaQatar,206,0,0,0,0.00,0.00,0.00,2022
Eden Hazard,FW,beBelgium,124,0,0,0,0.00,0.00,0.00,2022
Thorgan Hazard,MF,beBelgium,106,0,0,0,0.00,0.00,0.00,2022
Hwang Hee-chan,MF,krKorea Republic,115,1,0,1,0.78,0.00,0.78,2022
Jordan Henderson,MF,engEngland,271,1,0,1,0.33,0.00,0.33,2022
Wayne Hennessey,GK,wlsWales,175,0,0,0,0.00,0.00,0.00,2022
Lucas Hernández,DF,frFrance,12,0,0,0,0.00,0.00,0.00,2022
Theo Hernández,DF,frFrance,508,1,2,3,0.18,0.35,0.53,2022
Héctor Herrera,MF,mxMexico,160,0,0,0,0.00,0.00,0.00,2022
Son Heung-min,"MF,FW",krKorea Republic,360,0,1,1,0.00,0.25,0.25,2022
Piero Hincapié,DF,ecEcuador,270,0,0,0,0.00,0.00,0.00,2022
Jonas Hofmann,MF,deGermany,30,0,0,0,0.00,0.00,0.00,2022
Junior Hoilett,MF,caCanada,161,0,0,0,0.00,0.00,0.00,2022
Martin Hongla,MF,cmCameroon,121,0,0,0,0.00,0.00,0.00,2022
Ricardo Horta,FW,ptPortugal,119,1,0,1,0.76,0.00,0.76,2022
Hossein Hosseini,GK,irIR Iran,161,0,0,0,0.00,0.00,0.00,2022
Majid Hosseini,DF,irIR Iran,270,0,0,0,0.00,0.00,0.00,2022
Ajdin Hrustic,MF,auAustralia,62,0,0,0,0.00,0.00,0.00,2022
Atiba Hutchinson,MF,caCanada,159,0,0,0,0.00,0.00,0.00,2022
Pierre Højbjerg,MF,dkDenmark,270,0,0,0,0.00,0.00,0.00,2022
Romario Ibarra,MF,ecEcuador,68,0,0,0,0.00,0.00,0.00,2022
Ivan Ilić,MF,rsSerbia,34,0,0,0,0.00,0.00,0.00,2022
Hwang In-beom,MF,krKorea Republic,334,0,0,0,0.00,0.00,0.00,2022
Jackson Irvine,"MF,FW",auAustralia,354,0,0,0,0.00,0.00,0.00,2022
Ko Itakura,DF,jpJapan,270,0,1,1,0.00,0.33,0.33,2022
Hiroki Ito,DF,jpJapan,45,0,0,0,0.00,0.00,0.00,2022
Junya Itō,MF,jpJapan,324,0,1,1,0.00,0.28,0.28,2022
Yahya Jabrane,MF,maMorocco,15,0,0,0,0.00,0.00,0.00,2022
Nicolas Jackson,FW,snSenegal,17,0,0,0,0.00,0.00,0.00,2022
Lee Jae-sung,"MF,FW",krKorea Republic,211,0,0,0,0.00,0.00,0.00,2022
Alireza Jahanbakhsh,MF,irIR Iran,59,0,0,0,0.00,0.00,0.00,2022
Kristijan Jakić,"DF,MF",hrCroatia,1,0,0,0,0.00,0.00,0.00,2022
Ismail Jakobs,DF,snSenegal,278,0,1,1,0.00,0.32,0.32,2022
Abolfazl Jalali,DF,irIR Iran,19,0,0,0,0.00,0.00,0.00,2022
Daniel James,"MF,FW",wlsWales,154,0,0,0,0.00,0.00,0.00,2022
Vincent Janssen,FW,nlNetherlands,86,0,0,0,0.00,0.00,0.00,2022
Ardon Jashari,MF,chSwitzerland,2,0,0,0,0.00,0.00,0.00,2022
Issam Jebali,FW,tnTunisia,182,0,0,0,0.00,0.00,0.00,2022
Artur Jędrzejczyk,DF,plPoland,19,0,0,0,0.00,0.00,0.00,2022
Mathias Jensen,MF,dkDenmark,84,0,0,0,0.00,0.00,0.00,2022
Gabriel Jesus,FW,brBrazil,93,0,0,0,0.00,0.00,0.00,2022
Raúl Jiménez,FW,mxMexico,59,0,0,0,0.00,0.00,0.00,2022
Kim Jin-su,DF,krKorea Republic,315,0,1,1,0.00,0.29,0.29,2022
Brennan Johnson,"FW,MF",wlsWales,91,0,0,0,0.00,0.00,0.00,2022
Alistair Johnston,DF,caCanada,270,0,0,0,0.00,0.00,0.00,2022
Frenkie de Jong,MF,nlNetherlands,475,1,1,2,0.19,0.19,0.38,2022
Luuk de Jong,FW,nlNetherlands,57,0,0,0,0.00,0.00,0.00,2022
Luka Jović,FW,rsSerbia,36,0,0,0,0.00,0.00,0.00,2022
Son Jun-ho,MF,krKorea Republic,72,0,0,0,0.00,0.00,0.00,2022
Vinicius Júnior,"FW,MF",brBrazil,299,1,2,3,0.30,0.60,0.90,2022
Josip Juranović,DF,hrCroatia,600,0,1,1,0.00,0.15,0.15,2022
Daichi Kamada,"MF,FW",jpJapan,322,0,0,0,0.00,0.00,0.00,2022
Jakub Kamiński,MF,plPoland,233,0,0,0,0.00,0.00,0.00,2022
Hossein Kanaanizadegan,DF,irIR Iran,45,0,0,0,0.00,0.00,0.00,2022
Harry Kane,FW,engEngland,402,2,3,5,0.45,0.67,1.12,2022
Lee Kang-in,MF,krKorea Republic,147,0,1,1,0.00,0.61,0.61,2022
Mohamed Kanno,MF,saSaudi Arabia,270,0,0,0,0.00,0.00,0.00,2022
Fran Karačić,DF,auAustralia,93,0,0,0,0.00,0.00,0.00,2022
Ali Karimi,MF,irIR Iran,99,0,0,0,0.00,0.00,0.00,2022
Mark-Anthony Kaye,MF,caCanada,59,0,0,0,0.00,0.00,0.00,2022
Wajdi Kechrida,MF,tnTunisia,111,0,0,0,0.00,0.00,0.00,2022
Thilo Kehrer,DF,deGermany,69,0,0,0,0.00,0.00,0.00,2022
Bilal El Khannouss,MF,maMorocco,55,0,0,0,0.00,0.00,0.00,2022
Wahbi Khazri,FW,tnTunisia,83,1,0,1,1.08,0.00,1.08,2022
Musab Kheder,DF,qaQatar,6,0,0,0,0.00,0.00,0.00,2022
Boualem Khoukhi,DF,qaQatar,270,0,0,0,0.00,0.00,0.00,2022
Joshua Kimmich,"MF,DF",deGermany,270,0,0,0,0.00,0.00,0.00,2022
Jakub Kiwior,DF,plPoland,355,0,0,0,0.00,0.00,0.00,2022
Simon Kjær,DF,dkDenmark,64,0,0,0,0.00,0.00,0.00,2022
Davy Klaassen,MF,nlNetherlands,190,1,2,3,0.47,0.95,1.42,2022
Lukas Klostermann,"DF,MF",deGermany,66,0,0,0,0.00,0.00,0.00,2022
Gregor Kobel,GK,chSwitzerland,90,0,0,0,0.00,0.00,0.00,2022
Koke,MF,esSpain,52,0,0,0,0.00,0.00,0.00,2022
Randal Kolo Muani,FW,frFrance,182,1,0,1,0.49,0.00,0.49,2022
Ibrahima Konaté,DF,frFrance,294,0,0,0,0.00,0.00,0.00,2022
Ismaël Koné,MF,caCanada,109,0,0,0,0.00,0.00,0.00,2022
Teun Koopmeiners,MF,nlNetherlands,219,0,1,1,0.00,0.41,0.41,2022
Filip Kostić,MF,rsSerbia,179,0,0,0,0.00,0.00,0.00,2022
Kalidou Koulibaly,DF,snSenegal,360,1,0,1,0.25,0.00,0.25,2022
Jules Koundé,DF,frFrance,480,0,0,0,0.00,0.00,0.00,2022
Cheikhou Kouyaté,MF,snSenegal,72,0,0,0,0.00,0.00,0.00,2022
Mateo Kovačić,MF,hrCroatia,635,0,0,0,0.00,0.00,0.00,2022
Andrej Kramarić,FW,hrCroatia,474,2,0,2,0.38,0.00,0.38,2022
Rasmus Kristensen,"MF,DF",dkDenmark,224,0,0,0,0.00,0.00,0.00,2022
Grzegorz Krychowiak,MF,plPoland,332,0,0,0,0.00,0.00,0.00,2022
Takefusa Kubo,"MF,FW",jpJapan,90,0,0,0,0.00,0.00,0.00,2022
Mohammed Kudus,"MF,FW",ghGhana,247,2,0,2,0.73,0.00,0.73,2022
Pierre Kunde,MF,cmCameroon,131,0,0,0,0.00,0.00,0.00,2022
Garang Kuol,MF,auAustralia,37,0,0,0,0.00,0.00,0.00,2022
Daniel Kyereh,"FW,MF",ghGhana,33,0,0,0,0.00,0.00,0.00,2022
Kwon Kyung-won,DF,krKorea Republic,91,0,0,0,0.00,0.00,0.00,2022
Aïssa Laïdouni,MF,tnTunisia,243,0,1,1,0.00,0.37,0.37,2022
Tariq Lamptey,DF,ghGhana,102,0,0,0,0.00,0.00,0.00,2022
Noa Lang,"FW,MF",nlNetherlands,8,0,0,0,0.00,0.00,0.00,2022
Aymeric Laporte,DF,esSpain,300,0,0,0,0.00,0.00,0.00,2022
Cyle Larin,FW,caCanada,137,0,0,0,0.00,0.00,0.00,2022
